sent_id,sentence,entities,uris
2311,"Dia berkata  "" Wahai kaumku  sembahlah Allah .",['Allah'],['http://www.wikidata.org/entity/Q2095353']
1016,Sesungguhnya di antara mereka ( Bani Israil ) ada segolongan yang memutar-mutar lidahnya ( ketika membaca ) Alkitab agar kamu menyangka ( yang mereka baca ) itu sebagian dari Alkitab .,['Bani Israil'],['http://www.wikidata.org/entity/Q2605404']
1642,"Allah Maha Mengetahui segala sesuatu . "" Wahai orang-orang yang beriman  penuhilah janji-janji ! Dihalalkan",['Allah'],['http://www.wikidata.org/entity/Q2095353']
1946,"Mereka menjawab  "" Sungguh benar  demi Tuhan kami . "" Dia berfirman  "" Rasakanlah azab ini karena kamu selalu kufur ( kepadanya ) . "" Sungguh rugi orang-orang yang mendustakan pertemuan dengan Allah . Maka  apabila hari Kiamat datang kepada mereka secara tiba-tiba  mereka berkata  "" Alangkah besarnya penyesalan kami atas kelalaian kami tentangnya ( hari Kiamat )  "" sambil memikul dosa-dosa di atas punggungnya .","['Allah', 'hari Kiamat', 'hari Kiamat']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q12200906', 'http://www.wikidata.org/entity/Q12200906']"
649,"Katakanlah  "" Berperang dalam bulan itu adalah ( dosa ) besar .",[],[]
1366,Siapa pun yang dilaknat Allah niscaya engkau ( Nabi Muhammad ) tidak akan mendapat penolong baginya .,"['Allah', 'Muhammad']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q9458']"
2379,Demikianlah Kami mengunci hati orang-orang yang melampaui batas .,[],[]
1677,"Maka  siapa yang kufur di antaramu setelah itu  sungguh dia telah tersesat dari jalan yang lurus . "" ( Namun  ) karena mereka melanggar janjinya  Kami melaknat mereka dan Kami menjadikan hati mereka keras membatu .",[],[]
1111,Oleh karena itu  berjalanlah di ( segenap penjuru ) bumi dan perhatikanlah bagaimana kesudahan para pendusta ( rasul-rasul ) .,['bumi'],['http://www.wikidata.org/entity/Q2']
2603,Oleh karena itu  mereka ditimpa azab dan mereka itulah orang-orang zalim .,[],[]
985,"Adapun orang-orang yang kufur akan Aku azab mereka dengan azab yang sangat keras di dunia dan di akhirat dan sekali-kali tidak ada penolong bagi mereka . "" Sementara itu  orang-orang yang beriman dan beramal saleh akan Dia berikan pahala mereka dengan sempurna .",[],[]
1700,"Bertawakallah hanya kepada Allah  jika kamu orang-orang mukmin . "" Mereka berkata  "" Wahai Musa  sesungguhnya kami sampai kapan pun tidak akan memasukinya selama mereka masih ada di dalamnya .","['Allah', 'Musa']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q1990155']"
2465,Azab itu datang kepada mereka dari arah yang tidak mereka sadari .,[],[]
764,Itulah ayat-ayat Allah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1365,Mereka itulah yang dilaknat Allah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1985,"Jika berbuat demikian  sungguh tersesatlah aku  dan aku tidak termasuk orang yang mendapat petunjuk . "" Katakanlah ( Nabi Muhammad )  "" Aku ( berada ) di atas keterangan yang nyata ( kebenarannya  yaitu Al-Qur'an ) dari Tuhanku  sedangkan kamu mendustakannya .","['Muhammad', ""Al-Qur'an""]","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q428']"
1655,Bertakwalah kepada Allah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1575,Allah tidak akan menyiksamu jika kamu bersyukur dan beriman .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2275,Sesungguhnya Dia tidak menyukai orang-orang yang melampaui batas .,[],[]
2193,"Katakanlah ( Nabi Muhammad )  "" Sesungguhnya Tuhanku telah membimbingku ke jalan yang lurus  agama yang benar  agama Ibrahim yang lurus  dan dia ( Ibrahim ) tidak termasuk orang-orang musyrik . "" Katakanlah ( Nabi Muhammad )  "" Sesungguhnya salatku  ibadahku  hidupku  dan matiku hanyalah untuk Allah  Tuhan semesta alam .","['Muhammad', 'agama Ibrahim', 'Ibrahim', 'Muhammad', 'Allah', 'Tuhan semesta alam']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q432', 'http://www.wikidata.org/entity/Q1768161', 'http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
2536,Akan tetapi  orang-orang yang dilebihkan ( rezekinya itu ) tidak mau memberikan rezekinya kepada para hamba sahaya yang mereka miliki sehingga mereka sama-sama ( merasakan ) rezeki itu .,[],[]
1632,Sementara itu  orang-orang yang enggan ( menyembah Allah ) dan menyombongkan diri  maka Allah akan mengazab mereka dengan azab yang pedih .,"['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
1384,Tidakkah engkau ( Nabi Muhammad ) memperhatikan orang-orang yang mengaku bahwa mereka telah beriman pada apa yang diturunkan kepadamu ( Al-Qur'an ) dan pada apa yang diturunkan sebelummu ? Mereka,"['Muhammad', ""Al-Qur'an""]","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q428']"
2371,"( Nabi Muhammad )  "" Sesungguhnya orang-orang yang mengada-adakan kebohongan terhadap Allah tidak akan beruntung . "" ( Bagi mereka ) kesenangan ( sesaat ) ketika di dunia  selanjutnya kepada Kamilah tempat mereka kembali  kemudian Kami jadikan mereka merasakan azab yang keras karena mereka selalu kufur . Bacakanlah ( sampaikanlah wahai Nabi Muhammad ) kepada mereka berita penting ( tentang ) Nuh ketika dia berkata kepada kaumnya  "" Wahai kaumku  jika terasa berat bagi kamu keberadaanku tinggal ( bersamamu ) dan peringatanku dengan ayat-ayat Allah  kepada Allahlah aku bertawakal .","['Muhammad', 'Allah', 'Muhammad', 'Nuh', 'Allah']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q1782672', 'http://www.wikidata.org/entity/Q2095353']"
1155,Sungguh  jika kamu mati atau gugur  pastilah kepada Allah kamu dikumpulkan .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1029,Tidak akan diringankan azab dari mereka  dan mereka tidak diberi penangguhan  kecuali orang-orang yang bertobat setelah itu dan memperbaiki ( dirinya ) .,[],[]
1774,"Maka  kamu akan melihat orang-orang yang hatinya berpenyakit segera mendekati mereka ( Yahudi dan Nasrani ) seraya berkata  "" Kami takut akan tertimpa mara bahaya . "" Mudah-mudahan Allah akan mendatangkan kemenangan ( kepada Rasul-Nya ) atau suatu keputusan dari sisi-Nya sehingga mereka menyesali apa yang mereka rahasiakan dalam diri mereka .","['Yahudi', 'Nasrani', 'Allah']","['http://www.wikidata.org/entity/Q7325', 'http://www.wikidata.org/entity/Q106039', 'http://www.wikidata.org/entity/Q2095353']"
727,Tidak ada dosa bagimu ( untuk tidak membayar mahar ) jika kamu menceraikan istri-istrimu yang belum kamu sentuh ( campuri ) atau belum kamu tentukan maharnya .,[],[]
78,"Kami wahyukan kepada Musa ketika kaumnya meminta air kepadanya  "" Pukullah batu itu dengan tongkatmu ! """,['Musa'],['http://www.wikidata.org/entity/Q1990155']
2044,"( Bani Israil ) menjadikannya lembaran-lembaran lepas . Kamu memperlihatkan ( sebagiannya ) dan banyak yang kamu sembunyikan  padahal telah diajarkan kepadamu apa yang tidak diketahui baik olehmu maupun oleh nenek moyangmu . "" Katakanlah  "" Allah . "" Kemudian  biarkanlah mereka bermain-main dalam kesesatannya .","['Bani Israil', 'Allah']","['http://www.wikidata.org/entity/Q2605404', 'http://www.wikidata.org/entity/Q2095353']"
2010,Mereka itulah orang-orang yang dijerumuskan ( ke dalam neraka )  karena perbuatan mereka sendiri .,[],[]
2065,Sesungguhnya pada yang demikian itu benar-benar terdapat tanda-tanda ( kekuasaan Allah ) bagi kaum yang beriman .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1522,Janji Allah itu benar .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1166,seburuk-buruk tempat kembali . Mereka bertingkat-tingkat di sisi Allah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
576,Mereka bertanya kepadamu ( Nabi Muhammad ) tentang bulan sabit .,['Muhammad'],['http://www.wikidata.org/entity/Q9458']
1443,Kecuali  orang-orang yang menjalin hubungan dengan suatu kaum yang antara kamu dan kaum itu ada perjanjian ( damai  mereka jangan dibunuh atau jangan ditawan ) . ( Demikian juga ) orang-orang yang datang kepadamu  sedangkan hati mereka berat untuk memerangi kamu atau memerangi kaumnya .,[],[]
501,Sesungguhnya Allah beserta orang-orang yang sabar .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1926,"Katakanlah ( Nabi Muhammad )  "" Apakah selain Allah  Pencipta langit dan bumi serta Dia memberi makan dan tidak diberi makan  akan aku jadikan sebagai pelindung ? ""","['Muhammad', 'Allah', 'bumi']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2']"
1486,Jika kamu menderita kesakitan  sesungguhnya mereka pun menderita kesakitan sebagaimana yang kamu rasakan . ( Bahkan ) kamu dapat mengharapkan dari Allah apa yang tidak dapat mereka harapkan .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2057,Sungguh  Kami telah memerinci tanda-tanda ( kekuasaan Kami ) kepada kaum yang mengetahui .,[],[]
1030,Sesungguhnya Allah Maha Pengampun lagi Maha Penyayang .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2199,"Kemudian  kepada Tuhanmulah kamu kembali  lalu Dia akan memberitahukan kepadamu apa yang dahulu kamu perselisihkan . "" Dialah yang menjadikan kamu sebagai khalifah-khalifah di bumi dan Dia meninggikan sebagian kamu beberapa derajat atas sebagian ( yang lain ) untuk menguji kamu atas apa yang diberikan-Nya kepadamu .",['bumi'],['http://www.wikidata.org/entity/Q2']
2172,"Katakanlah ( Nabi Muhammad )  "" Kemarilah ! Aku",['Muhammad'],['http://www.wikidata.org/entity/Q9458']
427,"Mereka berkata  "" Allah mengangkat anak . "" Mahasuci Allah  bahkan milik-Nyalah apa yang di langit dan di bumi .","['Allah', 'Allah', 'bumi']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2']"
552,Sesungguhnya Allah Maha Pengampun lagi Maha Penyayang .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
425,Ke mana pun kamu menghadap  di sanalah wajah Allah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
53,Bahkan  ) mereka menjadikannya ( sebagai sembahan ) . Mereka adalah orang-orang zalim .,[],[]
1790,Kamu akan melihat banyak di antara mereka ( Ahlulkitab ) berlomba-lomba dalam perbuatan dosa  permusuhan  dan memakan ( makanan ) yang haram .,[],[]
2187,"Katakanlah  "" Tunggulah ! Sesungguhnya",[],[]
525,Sesungguhnya ia bagimu merupakan musuh yang nyata .,[],[]
122,"saja yang Allah sesatkan  tidak ada yang mampu memberinya petunjuk dan Dia akan membiarkannya terombang-ambing dalam kesesatan . Mereka menanyakan kepadamu ( Nabi Muhammad ) tentang kiamat  "" Kapan terjadi ? ""","['Allah', 'Muhammad', 'kiamat']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q12200906']"
1124,Siapa yang menghendaki pahala dunia  niscaya Kami berikan kepadanya pahala ( dunia ) itu dan siapa yang menghendaki pahala akhirat  niscaya Kami berikan ( pula ) kepadanya pahala ( akhirat ) itu .,[],[]
185,"Mereka berkata  "" Mereka ( sembahan ) itu adalah penolong-penolong kami di hadapan Allah . "" Katakanlah  "" Apakah kamu akan memberitahukan kepada Allah sesuatu di langit dan di bumi yang tidak Dia ketahui ? ""","['Allah', 'Allah', 'bumi']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2']"
2557,Demikian Allah menyempurnakan nikmat-Nya kepadamu agar kamu berserah diri ( kepada-Nya ) .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
93,"Lalu  mereka berkata  "" Kami akan diampuni . "" Jika nanti harta benda ( duniawi ) datang kepada mereka sebanyak itu  niscaya mereka akan mengambilnya ( juga ) .",[],[]
1852,Itulah kafarat sumpah-sumpahmu apabila kamu bersumpah ( dan kamu melanggarnya ) .,[],[]
223,Tidak ada keraguan di dalamnya  ( diturunkan ) dari Tuhan semesta alam .,['Tuhan semesta alam'],['http://www.wikidata.org/entity/Q2095353']
2042,"Katakanlah ( Nabi Muhammad )  "" Aku tidak meminta imbalan kepadamu atasnya ( menyampaikan Al-Qur'an ) . "" ( Al-Qur'an ) itu hanyalah peringatan untuk ( umat ) seluruh alam .","['Muhammad', ""Al-Qur'an"", ""Al-Qur'an""]","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q428', 'http://www.wikidata.org/entity/Q428']"
1777,Mereka berjihad di jalan Allah dan tidak takut pada celaan orang yang mencela .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2038,Mereka itulah orang-orang yang telah Kami anugerahi kitab  hikmah  dan kenabian .,[],[]
1468,Maka  tempat mereka itu ( neraka ) Jahanam dan itu seburuk-buruk tempat kembali . Kecuali  mereka yang tertindas dari ( kalangan ) laki-laki  perempuan  dan anak-anak yang tidak berdaya dan tidak mengetahui jalan ( untuk berhijrah ) .,['Jahanam'],['http://www.wikidata.org/entity/Q58418']
1364,Tidakkah engkau memperhatikan orang-orang ( Yahudi ) yang telah diberi bagian ( pengetahuan ) dari Kitab ( Taurat )  ( betapa ) mereka percaya kepada jibt dan tagut serta mengatakan kepada orang-orang kafir ( musyrik Makkah ) bahwa mereka itu lebih benar jalannya daripada orang-orang yang beriman .,"['Yahudi', 'Taurat']","['http://www.wikidata.org/entity/Q7325', 'http://www.wikidata.org/entity/Q2383104']"
974,Sesungguhnya pada yang demikian itu benar-benar terdapat tanda ( kerasulanku ) bagimu jika kamu orang-orang mukmin . ( Aku diutus untuk ) membenarkan Taurat yang ( diturunkan ) sebelumku dan untuk menghalalkan bagi kamu sebagian perkara yang telah diharamkan untukmu .,['Taurat'],['http://www.wikidata.org/entity/Q2383104']
1675,"Allah berfirman  "" Aku bersamamu .",['Allah'],['http://www.wikidata.org/entity/Q2095353']
1668,Bertakwalah kepada Allah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1591,"Kami perintahkan pula kepada mereka  "" Janganlah melanggar ( peraturan ) pada hari Sabat . "" Kami telah mengambil dari mereka perjanjian yang kukuh .",['hari Sabat'],['http://www.wikidata.org/entity/Q102477']
281,Jika kamu ( tetap ) dalam keraguan tentang apa ( Al-Qur'an ) yang Kami turunkan kepada hamba Kami ( Nabi Muhammad )  buatlah satu surah yang semisal dengannya dan ajaklah penolong-penolongmu selain Allah  jika kamu orang-orang yang benar .,"[""Al-Qur'an"", 'Muhammad', 'Allah']","['http://www.wikidata.org/entity/Q428', 'http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353']"
2532,Allah telah menciptakanmu  kemudian mewafatkanmu .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2005,Orang-orang yang bertakwa tidak ada tanggung jawab sedikit pun atas ( dosa-dosa ) mereka  tetapi ( berkewajiban memberi ) peringatan agar mereka ( juga ) bertakwa .,[],[]
1950,Kami mengetahui bahwa sesungguhnya apa yang mereka katakan itu betul-betul membuatmu ( Nabi Muhammad ) bersedih . ( Bersabarlah ) karena sebenarnya mereka tidak mendustakanmu  tetapi orang-orang zalim itu selalu mengingkari ayat-ayat Allah . Sungguh rasul-rasul sebelum engkau pun telah didustakan  lalu mereka sabar terhadap pendustaan dan penganiayaan ( yang dilakukan ) terhadap mereka sampai datang pertolongan Kami kepada mereka .,"['Muhammad', 'Allah']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353']"
1956,Hanya orang-orang yang menyimak ( ayat-ayat Allah ) sajalah yang mematuhi ( seruan-Nya ) .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1350,Cukuplah Allah menjadi pelindung dan cukuplah Allah menjadi penolong ( kamu ) .,"['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
1389,Oleh karena itu  berpalinglah dari mereka  nasihatilah mereka  dan katakanlah kepada mereka perkataan yang membekas pada jiwanya .,[],[]
1395,Seandainya mereka melaksanakan pengajaran yang diberikan kepada mereka  sungguh itu lebih baik bagi mereka dan lebih menguatkan ( iman mereka ) .,[],[]
2418,"Janganlah engkau sembah selain Allah  sesuatu yang tidak memberi manfaat kepadamu dan tidak ( pula ) memberi mudarat kepadamu  sebab jika engkau lakukan ( yang demikian itu )  sesungguhnya engkau termasuk orang-orang zalim . "" Jika Allah menimpakan suatu mudarat kepadamu  tidak ada yang dapat menghilangkannya kecuali Dia dan jika Dia menghendaki kebaikan bagimu  tidak ada yang dapat menolak karunia-Nya .","['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
1097,Hal itu sama sekali bukan menjadi urusanmu ( Nabi Muhammad )  apakah Allah menerima tobat mereka atau mengazabnya karena sesungguhnya mereka orang-orang zalim .,"['Muhammad', 'Allah']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353']"
1325,Orang-orang yang kamu telah bersumpah setia dengan mereka  berikanlah bagian itu kepada mereka .,[],[]
1480,Tidak ada dosa bagimu meletakkan senjata jika kamu mendapat suatu kesusahan  baik karena hujan maupun karena sakit dan bersiap siagalah kamu .,[],[]
1435,Sungguh  Dia pasti mengumpulkan kamu pada hari Kiamat yang tidak ada keraguan di dalamnya .,['hari Kiamat'],['http://www.wikidata.org/entity/Q12200906']
532,Sesungguhnya Allah Maha Pengampun lagi Maha Penyayang .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
558,Oleh karena itu  siapa di antara kamu hadir ( di tempat tinggalnya atau bukan musafir ) pada bulan itu  berpuasalah .,[],[]
2050,Sungguh  telah terputus ( semua pertalian ) antara kamu dan telah lenyap dari kamu apa yang dahulu kamu sangka ( sebagai sekutu Allah ) .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
365,Kamu saling membantu ( menghadapi ) mereka dalam kejahatan dan permusuhan .,[],[]
1017,Padahal  itu bukan dari Alkitab .,[],[]
2063,Dari mayang kurma ( mengurai ) tangkai-tangkai yang menjuntai . ( Kami menumbuhkan ) kebun-kebun anggur . ( Kami menumbuhkan pula ) zaitun dan delima yang serupa dan yang tidak serupa .,[],[]
1006,Ahlulkitab  mengapa kamu mencampuradukkan yang hak dengan yang batil dan kamu menyembunyikan kebenaran  padahal kamu mengetahui ? Segolongan,[],[]
1728,Maka  siapa yang bertobat setelah melakukan kezaliman dan memperbaiki diri  sesungguhnya Allah menerima tobatnya .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1117,Apakah kamu mengira akan masuk surga  padahal belum nyata bagi Allah orang-orang yang berjihad di antara kamu dan belum nyata pula orang-orang yang sabar .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1527,Allah telah menjadikan Ibrahim sebagai kekasih ( - Nya ) . Hanya milik Allah apa yang ada di langit dan apa yang ada di bumi .,"['Allah', 'Ibrahim', 'Allah', 'bumi']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q1768161', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2']"
1085,"Apabila mereka berjumpa denganmu  mereka berkata  "" Kami beriman . "" Apabila mereka menyendiri  mereka menggigit ujung jari karena murka kepadamu .",[],[]
2619,Jika kamu membalas  balaslah dengan ( balasan ) yang sama dengan siksaan yang ditimpakan kepadamu .,[],[]
375,"berkata  "" Hati kami tertutup . "" Tidak !",[],[]
483,Orang-orang yang telah Kami anugerahi Kitab ( Taurat dan Injil ) mengenalnya ( Nabi Muhammad ) seperti mereka mengenal anak-anak mereka sendiri .,"['Taurat', 'Injil', 'Muhammad']","['http://www.wikidata.org/entity/Q2383104', 'http://www.wikidata.org/entity/Q1762323', 'http://www.wikidata.org/entity/Q9458']"
2271,Dia menutupkan malam pada siang yang mengikutinya dengan cepat . ( Dia ciptakan ) matahari  bulan  dan bintang-bintang tunduk pada perintah-Nya .,"['matahari', 'bulan']","['http://www.wikidata.org/entity/Q525', 'http://www.wikidata.org/entity/Q405']"
2323,Pengetahuan Tuhan kami meliputi segala sesuatu .,[],[]
2318,Perhatikanlah  bagaimana kesudahan orang-orang yang berbuat kerusakan .,[],[]
1499,Akan tetapi  siapa yang akan menentang Allah untuk ( membela ) mereka pada hari Kiamat ? Atau,"['Allah', 'hari Kiamat']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q12200906']"
186,Mahasuci dan Mahatinggi Dia dari apa yang mereka persekutukan . Manusia itu dahulunya hanya umat yang satu ( dalam ketauhidan )  lalu mereka berselisih .,[],[]
1730,Tidakkah engkau tahu bahwa sesungguhnya milik Allahlah kerajaan langit dan bumi ? Dia,['bumi'],['http://www.wikidata.org/entity/Q2']
108,Sungguh  Kami benar-benar telah menciptakan banyak dari kalangan jin dan manusia untuk ( masuk neraka ) Jahanam ( karena kesesatan mereka ) .,['Jahanam'],['http://www.wikidata.org/entity/Q58418']
1952,Sungguh  telah datang kepadamu sebagian berita rasul-rasul itu .,[],[]
1401,Wahai orang-orang yang beriman  bersiap siagalah dan majulah ( ke medan pertempuran ) secara berkelompok-kelompok atau majulah bersama-sama ( serentak ) .,[],[]
762,Seandainya Allah tidak menolak ( keganasan ) sebagian manusia dengan sebagian yang lain  niscaya rusaklah bumi ini .,"['Allah', 'bumi']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2']"
2198,Seseorang tidak akan memikul beban dosa orang lain .,[],[]
887,"Masing-masing beriman kepada Allah  malaikat-malaikat-Nya  kitab kitab-Nya  dan rasul-rasul-Nya . ( Mereka berkata  ) "" Kami tidak membeda-bedakan seorang pun dari rasul-rasul-Nya . "" Mereka juga berkata  "" Kami dengar dan kami taat .",['Allah'],['http://www.wikidata.org/entity/Q2095353']
90,Kami menguji mereka dengan berbagai kebaikan dan keburukan agar mereka kembali ( pada kebenaran ) .,[],[]
1561,Sesungguhnya Allah akan mengumpulkan semua orang munafik dan orang kafir di ( neraka ) Jahanam . ( Mereka itu adalah ) orang-orang yang menunggu-nunggu ( peristiwa ) yang akan terjadi pada dirimu .,"['Allah', 'Jahanam']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q58418']"
32,"Ketika mereka sampai kepada suatu kaum yang masih tetap menyembah berhala  mereka ( Bani Israil ) berkata  "" Wahai Musa  buatlah untuk kami tuhan ( berupa berhala ) sebagaimana tuhan-tuhan mereka . "" ( Musa ) menjawab  "" Sesungguhnya kamu adalah kaum yang bodoh . "" Sesungguhnya apa yang mereka anut ( kemusyrikan ) akan dihancurkan dan akan sia-sia apa yang telah mereka kerjakan .","['Bani Israil', 'Musa', 'Musa']","['http://www.wikidata.org/entity/Q2605404', 'http://www.wikidata.org/entity/Q1990155', 'http://www.wikidata.org/entity/Q1990155']"
1082,Sungguh  Kami telah menerangkan kepadamu ayat-ayat ( Kami )  jika kamu berpikir .,[],[]
2132,Setelah itu  Dia akan menggantimu dengan yang dikehendaki-Nya  sebagaimana Dia menjadikan kamu dari keturunan kaum lain ( sebelummu ) .,[],[]
511,Mereka itulah yang Aku terima tobatnya .,[],[]
2510,Mereka menetapkan bagi Allah anak-anak perempuan ; Mahasuci Dia  sedangkan untuk mereka sendiri apa yang mereka sukai ( anak-anak laki-laki ) . ( Padahal  ) apabila salah seorang dari mereka diberi kabar tentang ( kelahiran ) anak perempuan  wajahnya menjadi hitam ( merah padam ) dan dia sangat marah ( sedih dan malu ) .,"['Allah', 'hitam']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q23445']"
1201,"Yang demikian itu disebabkan oleh perbuatan tanganmu ( sendiri ) dan sesungguhnya Allah ( sama sekali ) tidak menzalimi hamba-hamba-Nya . ( Mereka adalah ) orang-orang ( Yahudi ) yang mengatakan  "" Sesungguhnya Allah telah memerintahkan kepada kami agar kami tidak beriman kepada seorang rasul sebelum dia mendatangkan kepada kami kurban yang dimakan api ( yang datang dari langit ) . "" Katakanlah ( Nabi Muhammad )  "" Sungguh  beberapa rasul sebelumku telah datang kepadamu dengan ( membawa ) bukti-bukti yang nyata dan membawa apa yang kamu sebutkan . Akan tetapi  mengapa kamu membunuh mereka jika kamu orang-orang yang benar ? ""","['Allah', 'Yahudi', 'Allah', 'Muhammad']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q7325', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q9458']"
2345,Kemudian  Kami utus Musa setelah mereka dengan membawa tanda-tanda ( kekuasaan ) Kami kepada Fir'aun dan pemuka-pemuka kaumnya .,"['Musa', ""Fir'aun""]","['http://www.wikidata.org/entity/Q1990155', 'http://www.wikidata.org/entity/Q37110']"
1492,Janganlah engkau ( Nabi Muhammad ) berdebat untuk ( membela ) orang-orang yang mengkhianati dirinya .,['Muhammad'],['http://www.wikidata.org/entity/Q9458']
2494,Atau  Allah mengazab mereka dengan kekurangan ( secara berangsur-angsur sampai binasa ) .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
398,Mereka mempelajari sesuatu yang mencelakakan dan tidak memberi manfaat kepada mereka .,[],[]
2511,Dia bersembunyi dari orang banyak karena kabar buruk yang disampaikan kepadanya .,[],[]
11,Mereka dikalahkan di tempat itu dan jadilah mereka orang-orang yang hina .,[],[]
1544,Hanya milik Allah apa yang ada di langit dan apa yang ada di bumi .,"['Allah', 'bumi']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2']"
643,Ingatlah  sesungguhnya pertolongan Allah itu dekat . Mereka bertanya kepadamu ( Nabi Muhammad ) tentang apa yang harus mereka infakkan .,"['Allah', 'Muhammad']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q9458']"
1290,Pergaulilah mereka dengan cara yang patut .,[],[]
2119,Siapa yang Dia kehendaki menjadi sesat  Dia akan menjadikan dadanya sempit lagi sesak seakan-akan dia sedang mendaki ke langit .,[],[]
1717,Kemudian  sesungguhnya banyak di antara mereka setelah itu melampaui batas di bumi .,['bumi'],['http://www.wikidata.org/entity/Q2']
1547,Allah Mahakuasa berbuat demikian .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
585,Demikianlah balasan bagi orang-orang kafir .,[],[]
1003,Padahal  mereka tidak menyesatkan ( siapa pun )  kecuali diri mereka sendiri .,[],[]
957,Maka  terimalah ( nazar itu ) dariku .,[],[]
1871,Ketahuilah bahwa Allah sangat keras hukuman-Nya dan bahwa Allah Maha Pengampun lagi Maha Penyayang .,"['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
1531,Kebajikan apa pun yang kamu kerjakan  sesungguhnya Allah Maha Mengetahuinya .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1263,Jika dia ( yang meninggal ) mempunyai beberapa saudara  ibunya mendapat seperenam . ( Warisan tersebut dibagi ) setelah ( dipenuhi ) wasiat yang dibuatnya atau ( dan dilunasi ) utangnya . ( Tentang ) orang tuamu dan anak-anakmu  kamu tidak mengetahui siapa di antara mereka yang lebih banyak manfaatnya bagimu .,[],[]
1308,Kesabaranmu lebih baik bagi kamu .,[],[]
817,Jika hujan lebat tidak menyiraminya  hujan gerimis ( pun memadai ) .,[],[]
