sent_id,sentence,entities,uris
1671,Sementara Federer mengalami kesulitan saat menghadapi Tommy Robredo dan Nikolay Davidenko di perempatfinal dan semifinal.,"['Federer', 'Tommy Robredo', 'Nikolay Davidenko']","['http://www.wikidata.org/entity/Q1426', 'http://www.wikidata.org/entity/Q213199', 'http://www.wikidata.org/entity/Q191736']"
1436,Fakta lain menurut Opta adalah laga ini menjadi kali pertama Madrid gagal bikin gol tandang (di seluruh kompetisi) sejak ditangani Zinedine Zidane.,"['Opta', 'Madrid', 'Zinedine Zidane']","['http://www.wikidata.org/entity/Q3354444', 'http://www.wikidata.org/entity/Q8682', 'http://www.wikidata.org/entity/Q1835']"
1390,Adrien Rabiot yang lepas dari kawalan bisa menyambar bola muntah di kotak penalti untuk menjebol gawang Hart.,"['Adrien Rabiot', 'Hart']","['http://www.wikidata.org/entity/Q18962', 'http://www.wikidata.org/entity/Q187184']"
2002,Presiden Joko Widodo mengakhiri kunjungan kerjanya di wilayah Indonesia Timur dengan agenda utama meresmikan 6 pelabuhan yang masuk dalam program tol laut.,"['Joko Widodo', 'Indonesia Timur']","['http://www.wikidata.org/entity/Q3318231', 'http://www.wikidata.org/entity/Q12486505']"
1854,"""Harus terdaftar, ini bukan terdaftar di Kemenhub karena karena telah dilimpahkan ke masing-masing daerah.",['Kemenhub'],['http://www.wikidata.org/entity/Q6867637']
124,"Sementara Reuters mewartakan, ponsel yang akan dibanderol sekitar Rp 7,5 juta lewat program bundling operator itu siap diproduksi hingga lima juta unit setiap bulannya oleh pabrik yang dikelola Samsung.","['Reuters', 'Samsung']","['http://www.wikidata.org/entity/Q130879', 'http://www.wikidata.org/entity/Q20718']"
341,"Menurut para pelaku industri ini, pemesan tersebut antara lain adalah Disney, Nike, dan bos Formula 1 Bernie Ecclestone.","['Disney', 'Nike', 'Formula 1', 'Bernie Ecclestone']","['http://www.wikidata.org/entity/Q7414', 'http://www.wikidata.org/entity/Q483915', 'http://www.wikidata.org/entity/Q1968', 'http://www.wikidata.org/entity/Q1968']"
1769,"Penerbangan Garuda Indonesia dari Jakarta menuju Heathrow akan transit di Bandara Changi Singapura, sementara dari Heathrow ke Jakarta akan dilayani secara non-stop.","['Garuda Indonesia', 'Jakarta', 'Heathrow', 'Bandara Changi Singapura', 'Heathrow', 'Jakarta']","['http://www.wikidata.org/entity/Q512468', 'https://www.wikidata.org/wiki/Q3630', 'http://www.wikidata.org/entity/Q8691', 'http://www.wikidata.org/entity/Q32159', 'http://www.wikidata.org/entity/Q8691', 'http://www.wikidata.org/entity/Q3630']"
195,Presiden Joko Widodo menegaskan pemerintah masih berupaya membebaskan sepuluh orang WNI yang disandera kelompok Abu Sayyaf di Filipina.,"['Joko Widodo', 'Abu Sayyaf', 'Filipina']","['http://www.wikidata.org/entity/Q3318231', 'http://www.wikidata.org/entity/Q335361', 'http://www.wikidata.org/entity/Q928']"
1079,"""Sedangkan Bayu merupakan cucu dari sang sang pendiri, Mutiara Djokosoetono saat diwawancara detikFinance pada Jumat, 18 Juli 2014 lalu.","['Bayu', 'Mutiara Djokosoetono']","['http://www.wikidata.org/entity/Q109697571', 'http://www.wikidata.org/entity/Q111616549']"
1032,"Paris-Eks bek Barcelona, Eric Abidal, mengkritik bek Paris Saint-Germain, David Luiz.","['Paris', 'Barcelona', 'Eric Abidal', 'Paris Saint-Germain', 'David Luiz']","['http://www.wikidata.org/entity/Q90', 'http://www.wikidata.org/entity/Q7156', 'http://www.wikidata.org/entity/Q1935', 'http://www.wikidata.org/entity/Q483020', 'http://www.wikidata.org/entity/Q193706']"
1554,"Fernando gagal menguasai bola dengan baik dan ketika hendak membuang bola, bola malah disambar Ibrahimovic dan masuk ke dalam gawang City.","['Fernando', 'Ibrahimovic', 'City']","['http://www.wikidata.org/entity/Q973416', 'http://www.wikidata.org/entity/Q46896', 'http://www.wikidata.org/entity/Q50602']"
1248,"Salah satu kisah pergantian CEO yang dianggap sebagai pembalikan arah yang sukses adalah masuknya Lea Iacocca ke Chrysler pada tahun 1978, saat Chrysler mencatatkan kerugian terbesar sepanjang sejarah korporasinya.","['Lea Iacocca', 'Chrysler', 'Chrysler']","['http://www.wikidata.org/entity/Q281847', 'http://www.wikidata.org/entity/Q181114', 'http://www.wikidata.org/entity/Q181114']"
1423,Padahal sebenarnya sudah ada regulasi dari Kementerian Perdagangan yang melarang adanya impor garam sejak 1 bulan sebelum dan 2 bulan sedudah panen garam lokal.,['Kementerian Perdagangan'],['http://www.wikidata.org/entity/Q13093886']
2056,"PT Telekomunikasi Indonesia Tbk., meluncurkan kembali produk Flexi Combo dengan beberapa pembaharuan.",['PT Telekomunikasi Indonesia Tbk'],['http://www.wikidata.org/entity/Q2305438']
436,"Namun, Klopp juga yakin ' Si Merah ' punya kans mengalahkan Dortmund.","['Klopp', 'Si Merah', 'Dortmund']","['http://www.wikidata.org/entity/Q83106', 'http://www.wikidata.org/entity/Q1130849', 'http://www.wikidata.org/entity/Q41420']"
579,"Kali ini menuju pusat perbelanjaan lain di Ambon, yakni Maluku City Mall.","['Ambon', 'Maluku City Mall']","['http://www.wikidata.org/entity/Q18970', 'http://www.wikidata.org/entity/Q19728773']"
1093,Jakarta-Praveen Jordan/Debby Susanto tersingkir di babak kedua Malaysia Terbuka Super Series.,"['Jakarta', 'Praveen Jordan', 'Debby Susanto', 'Malaysia']","['http://www.wikidata.org/entity/Q3630', 'http://www.wikidata.org/entity/Q868611', 'http://www.wikidata.org/entity/Q520248', 'http://www.wikidata.org/entity/Q833']"
1641,"Namun perlu jadi catatan Atletico, bahwa mereka selalu kesulitan menang di kandang Espanyol.","['Atletico', 'Espanyol']","['http://www.wikidata.org/entity/Q8701', 'http://www.wikidata.org/entity/Q8780']"
1798,Madrid terus menekan Wolfsburg di sisa pertandingan demi mencari gol tandang namun buruknya penyelesaian akhir membuat peluang yang didapat terbuang sia-sia.,"['Madrid', 'Wolfsburg']","['http://www.wikidata.org/entity/Q8682', 'http://www.wikidata.org/entity/Q101859']"
73,"Sementara itu soal layanan transportasi berbasis aplikasi, KPPU melihat tidak ada Indonesia lambat dalam mengantisipasi kemajuan teknologi di bidang transportasi.","['KPPU', 'Indonesia']","['http://www.wikidata.org/entity/Q4196828', 'http://www.wikidata.org/entity/Q252']"
719,"Kisah petualangan Mowgli tersebut memperoleh pendapatan hingga $ 103, 6 juta dari penayangannya di layar bioskop di kawasan Amerika Utara.","['Mowgli', 'Amerika Utara']","['http://www.wikidata.org/entity/Q63882243', 'http://www.wikidata.org/entity/Q49']"
175,Universal Indonesia melakukan ini karena menyadari bahwa pasar Disney di Indonesia itu sampai 80%.,"['Disney', 'Indonesia']","['http://www.wikidata.org/entity/Q7414', 'http://www.wikidata.org/entity/Q252']"
2026,"Usai menyerahkan surat kepercayaan, Dubes Ibnu kembali ke Wisma Duta Besar.",[],[]
1111,"Dalam perjanjian itu, Presiden Pixar, Ed Catmull kembali ditunjuk sebagai Presiden perusahaan gabungan.","['Pixar', 'Ed Catmull']","['http://www.wikidata.org/entity/Q127552', 'http://www.wikidata.org/entity/Q93161']"
1555,Madrid butuh kemenangan dengan selisih tiga gol atas Wolfsburg untuk lolos.,"['Madrid', 'Wolfsburg']","['http://www.wikidata.org/entity/Q8682', 'http://www.wikidata.org/entity/Q101859']"
1108,"Halaman 12 Next (rin/a2s) Komentator televisi yang juga petenis legendaris asal Amerika Serikat, John McEnroe, mengungkapkan bahwa Federer dan Wawrinka berdebat di ruang loker stadion.","['Amerika Serikat', 'John McEnroe', 'Federer', 'Wawrinka']","['http://www.wikidata.org/entity/Q30', 'http://www.wikidata.org/entity/Q16474', 'http://www.wikidata.org/entity/Q1426', 'http://www.wikidata.org/entity/Q193661']"
1704,"Mereka akan menjamu pimpinan klasemen Juventus di San Siro, Minggu (10/4/2016) dinihari WIB.","['Juventus', 'San Siro']","['http://www.wikidata.org/entity/Q1422', 'http://www.wikidata.org/entity/Q133566']"
582,"Dengan demikian, kini Leicester mengemas 72 poin, unggul 10 poin dengan Tottenham Hotspur di posisi kedua.","['Leicester', 'Tottenham Hotspur']","['http://www.wikidata.org/entity/Q19481', 'http://www.wikidata.org/entity/Q18741']"
504,"Selain kedua menteri tersebut, ada pula perwakilan Uber, Grab Car, dan Gojek.","['Uber', 'Grab Car', 'Gojek']","['http://www.wikidata.org/entity/Q780442', 'http://www.wikidata.org/entity/Q20873932', 'http://www.wikidata.org/entity/Q20426955']"
420,"Pratikno mengatakan, dia sudah pernah menerima perwakilan sopir taksi yang berunjuk rasa sebelumnya.",['Pratikno'],['http://www.wikidata.org/entity/Q12506406']
1632,"Bahkan di hari pertama ajang CTIA 2009, Behold II tersimpan rapi oleh Samsung di kotak etalase.",['Samsung'],['http://www.wikidata.org/entity/Q20716']
1106,"Banjir, menurut Arwin, memang tidak sampai merusak peralatan vital PT Telkom.","['Arwin', 'PT Telkom']","['http://www.wikidata.org/entity/Q12472575', 'http://www.wikidata.org/entity/Q2305438']"
843,"Keduanya adalah Direktur Sumber Daya Manusia (SDM) PT Telkom Tbk, Jhon Welly yang menjadi tersangka kasus manipulasi pulsa dalam bisnis interkoneksi Voice over Internet Protocol (VoIP).",['PT Telkom Tbk'],['http://www.wikidata.org/entity/Q2305438']
773,"""Tax Amnesty jalan terus, tinggal pembahasan soal penegakkan dan jaminan kepastian hukum.",[],[]
1212,"Sebelumnya, Astratel menjadi mitra kerja PT Telkom Tbk untuk wilayah Kerja Sama Operasi (KSO) I Sumatera dalam Pramindo Ikat Nusantara.","['PT Telkom Tbk', 'Sumatera']","['http://www.wikidata.org/entity/Q2305438', 'http://www.wikidata.org/entity/Q3492']"
1655,Ia pun tak sungkan dalam mengeluarkan uang supaya menambah koleksi Disney-nya.,['Disney'],['http://www.wikidata.org/entity/Q7414']
653,"Tapi aku tidak sabar untuk melakoni sebuah balapan yang bagus dan mencoba mendapatkan poin-poin yang hilang sebelum menghadapi balapan pertama di Eropa,"" kata Lorenzo.","['Eropa', 'Lorenzo']","['http://www.wikidata.org/entity/Q46', 'http://www.wikidata.org/entity/Q241112']"
1661,"Untuk kategori Asia, Rio kembali tidak tertandingi pada race kali ini.","['Asia', 'Rio']","['http://www.wikidata.org/entity/Q48', 'http://www.wikidata.org/entity/Q981543']"
2070,"""Ini (soal petir) kan seharusnya hal yang bisa diantisipasi oleh perusahaan sekelas Telkom.",['Telkom'],['http://www.wikidata.org/entity/Q2305438']
909,Panglima TNI Jenderal Gatot Nurmantyo memberikan sambutan saat penyerahan 13 jenazah jatuhnya helikopter di Poso pada Minggu (20/3) lalu.,"['TNI', 'Gatot Nurmantyo', 'Poso']","['http://www.wikidata.org/entity/Q855515', 'http://www.wikidata.org/entity/Q12483575', 'http://www.wikidata.org/entity/Q15817']"
1392,"Roger Federer lolos ke perempatfinal dengan walkover,"" demikian bunyi pernyataan di situs resmi turnamen.",['Roger Federer'],['http://www.wikidata.org/entity/Q1426']
1634,"Dalam jumpa pers tersebut, hanya Megawati dan Puan yang lebih banyak berbicara.","['Megawati', 'Puan']","['http://www.wikidata.org/entity/Q76179', 'http://www.wikidata.org/entity/Q15646541']"
1227,"Demikianlah diungkapkan Menteri Perindustrian Saleh Husin usai rapat kabinet terbatas di Istana Negara, Jakarta, Senin (2/5/2016).","['Saleh Husin', 'Istana Negara', 'Jakarta']","['http://www.wikidata.org/entity/Q19745898', 'http://www.wikidata.org/entity/Q6088540', 'http://www.wikidata.org/entity/Q3630']"
1129,"Di antara sekian persoalan yang disampaikan, Yasonna mengatakan, salah satu yang akan dilakukan untuk memperbaiki kualitas layanan adalah penggantian server.",['Yasonna'],['http://www.wikidata.org/entity/Q12525045']
666,Korea Utara sukses melakukan tes nuklir Rabu (6/1) pekan lalu.,['Korea Utara'],['http://www.wikidata.org/entity/Q423']
1113,"PDIP tengah asyik dengan isu tarik-menarik pencalonan Basuki Tjahaja Purnama (Ahok) lewat jalur independen atau parpol, namun PDIP sendiri tak memunculkan calon kuat penantang Ahok.","['PDIP', 'Basuki Tjahaja Purnama', 'Ahok', 'PDIP', 'Ahok']","['http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q3701615', 'http://www.wikidata.org/entity/Q3701615', 'http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q3701615']"
826,Rudi menyebut ketetapan suatu pemilik transportasi untuk berbadan hukum sangat penting untuk mengetahui penanggungjawabnya.,['Rudi'],['http://www.wikidata.org/entity/Q18421404']
835,Maria membawa pulang medali perunggu dari nomor lompat jauh.,['Maria'],['http://www.wikidata.org/entity/Q18177473']
361,Seperti Menteri BUMN Rini Soemarno yang selama ini sering dikritik keras oleh PDIP.,"['BUMN', 'Rini Soemarno', 'PDIP']","['http://www.wikidata.org/entity/Q270791', 'http://www.wikidata.org/entity/Q270791', 'http://www.wikidata.org/entity/Q1186306']"
962,Klopp yang kerap terlihat sangat ekspresif saat merayakan gol timnya itu tak akan segan melakukan perayaan jika Liverpool mencetak gol ke gawang Dortmund.,"['Klopp', 'Liverpool', 'Dortmund']","['http://www.wikidata.org/entity/Q83106', 'http://www.wikidata.org/entity/Q1130849', 'http://www.wikidata.org/entity/Q41420']"
994,"Setelah Universitas Szent Istvan Godollo, UGM juga berhasil menjalin kerjasama dengan Universitas Pecs, sebuah universitas terkemuka dan tertua di Hongaria sejak 1367.","['Universitas Szent Istvan Godollo', 'UGM', 'Universitas Pecs', 'Hongaria']","['http://www.wikidata.org/entity/Q1296434', 'http://www.wikidata.org/entity/Q1145992', 'http://www.wikidata.org/entity/Q1187444', 'http://www.wikidata.org/entity/Q28']"
930,Puncak kesialan PSG terjadi saat koordinasi buruk lini belakang berbuah gol dari Fernandinho pada menit 72.,"['PSG', 'Fernandinho']","['http://www.wikidata.org/entity/Q483020', 'http://www.wikidata.org/entity/Q459356']"
221,"Sebelum pertemuan Mega-JK semalam, Pramono menjelaskan kandidat cawapres Mega bisa saja keluar dari 5 nama yang sudah dikerucutkan dan membuka kembali keterpilihan 10 calon sebelumnya.","['Mega', 'JK', 'Pramono', 'Mega']","['http://www.wikidata.org/entity/Q76179', 'http://www.wikidata.org/entity/Q76354', 'http://www.wikidata.org/entity/Q12506342', 'http://www.wikidata.org/entity/Q76179']"
1035,"Menanggapi hal itu kemudian, Jaksa Agung Prasetyo mengataskan bersedia mendampingi Kemenhub.","['Prasetyo', 'Kemenhub']","['http://www.wikidata.org/entity/Q19747237', 'http://www.wikidata.org/entity/Q6867637']"
336,"Selama menjadi guru, Anwar pun melanjutkan pendidikannya ke jenjang S1 la pun memilih Fakultas Hukum Universitas Islam Jakarta dan lulus pada 1984.","['Anwar', 'Universitas Islam Jakarta']","['http://www.wikidata.org/entity/Q24261467', 'http://www.wikidata.org/entity/Q14933725']"
1659,Penolakan PPP kubu Djan Faridz tersebut akan disampaikan ke Presiden Joko Widodo lewat surat.,"['PPP', 'Djan Faridz', 'Joko Widodo']","['http://www.wikidata.org/entity/Q2669302', 'http://www.wikidata.org/entity/Q5285224', 'http://www.wikidata.org/entity/Q3318231']"
1298,"Hingga September, Telkomsel berhasil meraih pelanggan sebanyak 32, 47 juta pelanggan, terdiri dari 1, 63 juta pelanggan pascabayar dan 30, 84 juta pelanggan prabayar.",['Telkomsel'],['http://www.wikidata.org/entity/Q1786124']
692,"Dengan tergopoh-gopoh keluar dari mobil, Risma langsung masuk ke Kantor Satpol PP dan menginterogasi satu persatu delapan siswa yang didata oleh anggota Satpol PP serta didampingi petugas Bapemas Kota Surabaya, Sabtu (27/2/2016) malam.","['Risma', 'Satpol PP', 'Satpol PP', 'Surabaya']","['http://www.wikidata.org/entity/Q12522317', 'http://www.wikidata.org/entity/Q5124570', 'http://www.wikidata.org/entity/Q5124570', 'http://www.wikidata.org/entity/Q11462']"
350,"Malang bagi Samsung, perusahaan asal Korea Selatan ini juga harus menunda penjualan Galaxy Tab 10.1 di Australia karena alasan yang sama.","['Samsung', 'Korea Selatan', 'Australia']","['http://www.wikidata.org/entity/Q20718', 'http://www.wikidata.org/entity/Q884', 'http://www.wikidata.org/entity/Q408']"
2042,"Morgan mempunyai kepiawaian menjadi penghubung para pemain dengan sang manajer, Ranieri.","['Morgan', 'Ranieri']","['http://www.wikidata.org/entity/Q1392500', 'http://www.wikidata.org/entity/Q235068']"
1115,"""Komplain ini berfokus pada tiga paten teknologi dan bukan di desain tablet,"" kata juru bicara Samsung, yang detikINET kutip dari AFP, Rabu (14/9/2011).","['Samsung', 'detikINET', 'AFP']","['http://www.wikidata.org/entity/Q20718', 'https://www.wikidata.org/wiki/Q12481355', 'http://www.wikidata.org/entity/Q40464']"
869,"Selama saya mengamati jalannya sesi latihan, terlihat bahwa Rio, dalam kesempatan dan pengalaman pertamanya turun di sirkuit Sakhir International, masih raguragu dan menahan diri, sehingga tercermin dalam catatan waktu terbaiknya yaitu di posisi ke15.","['Rio', 'sirkuit Sakhir International']","['http://www.wikidata.org/entity/Q981543', 'http://www.wikidata.org/entity/Q171332']"
1911,"Pramono memastikan pertemuan Mega-Prabowo tidak akan dilangsungkan di Teuku Umar, namun di sebuah tempat yang dirahasiakan.","['Pramono', 'Mega', 'Prabowo']","['http://www.wikidata.org/entity/Q12506342', 'http://www.wikidata.org/entity/Q76179', 'http://www.wikidata.org/entity/Q2107268']"
1130,"Sayang hasil sukses tidak bisa diraih pesaing yang dulu sempat mengekori Federer, Mark Philippoussis.","['Federer', 'Mark Philippoussis']","['http://www.wikidata.org/entity/Q1426', 'http://www.wikidata.org/entity/Q310949']"
153,Laga yang berlangsung di Stadion Parc des Princes tersebut berkesudahan dengan skor 2-2.,['Stadion Parc des Princes'],['http://www.wikidata.org/entity/Q193431']
1627,Risma juga sudah menyulap bangunan eks Pertokoan Siola menjadi museum sejarah Pemkot Surabaya dan kantor sejumlah dinas yang langsung berurusan dengan pelayanan publik.,"['Risma', 'Surabaya']","['http://www.wikidata.org/entity/Q12522317', 'http://www.wikidata.org/entity/Q11462']"
846,Sayangnya Samsung belum menjelaskan detail harga saat sudah dipasarkan nanti.,['Samsung'],['http://www.wikidata.org/entity/Q20718']
1743,Mesin tersebut diproduksi di pabrik mesin Toyota Motor Manufacturing Indonesia (TMMIN) Karawang Plant 3.,['Karawang'],['http://www.wikidata.org/entity/Q10375']
1677,Samsung Galaxy S III sendiri disebut-sebut sebagai penantang paling serius untuk iPhone 4S Apple.,"['Samsung', 'Apple']","['http://www.wikidata.org/entity/Q20716', 'http://www.wikidata.org/entity/Q312']"
2059,"Juru bicara Presiden, Johan Budi menegaskan bahwa Presiden Joko Widodo menginginkan keduanya diakomodir.","['Johan Budi', 'Joko Widodo']","['http://www.wikidata.org/entity/Q19737685', 'http://www.wikidata.org/entity/Q3318231']"
872,"Salah satu cara mengurangi modal antara lain melakukan buy back (Seputar Indonesia, 19 Agustus 2005) Boleh dikatakan cara berpikir Arwin Rasyid sebagai nakhoda Telkom berbeda 360 derajat dengan kebanyakan pengusaha.","['Seputar Indonesia', 'Arwin Rasyid', 'Telkom']","['http://www.wikidata.org/entity/Q3473195', 'http://www.wikidata.org/entity/Q12472575', 'http://www.wikidata.org/entity/Q2305438']"
1052,"Yaitu ratifikasi persetujuan perdagangan jasa dalam persetujuan kerangka kerja sama ekonomi menyeluruh asosiasi bangsa-bangsa Asia Tenggara dan Republik India,"" jelasnya.","['Asia Tenggara', 'Republik India']","['http://www.wikidata.org/entity/Q11708', 'http://www.wikidata.org/entity/Q668']"
1159,"Dengan menjadikan Heathrow sebagai bandara tujuan, penumpang Garuda Indonesia akan semakin mudah menuju destinasi-destinasi lainnya di Eropa.","['Heathrow', 'Garuda Indonesia', 'Eropa']","['http://www.wikidata.org/entity/Q8691', 'http://www.wikidata.org/entity/Q512468', 'http://www.wikidata.org/entity/Q46']"
168,"""Sekali lagi persoalan reshuffle bukan ranah DPR, itu hak prerogatif presiden buat apa kita turut campur,"" kata pria yang akrab disapa Akom itu di Kompleks Parlemen, Senayan, Jakarta Pusat, Kamis (24/3/2016).","['DPR', 'Akom', 'Kompleks Parlemen', 'Senayan', 'Jakarta Pusat']","['http://www.wikidata.org/entity/Q2670027', 'http://www.wikidata.org/entity/Q18421322', 'http://www.wikidata.org/entity/Q5205958', 'http://www.wikidata.org/entity/Q7450093', 'http://www.wikidata.org/entity/Q10109']"
1185,"Hasil yang dapatkan ' Frozen ' sekaligus mencatatkan rekor sebagai film terlaris kedua Disney di belakang ' The Avengers ' yang kini bercokol di peringkat ke-3 film terlaris dengan pendapatan US$ 1,5 miiar.",['Disney'],['http://www.wikidata.org/entity/Q7414']
1597,Jonan bercerita kalau dirinya sering digugat orang lain lantaran tidak memberikan izin kepada kapal asing untuk beroperasi.,['Jonan'],['http://www.wikidata.org/entity/Q16182287']
1468,Menhub Jonan disebut sudah menegur pihak AP II karena 2 minggu Bandara Halim tidak memiliki GM.,"['Jonan', 'AP II', 'Bandara Halim']","['http://www.wikidata.org/entity/Q16182287', 'http://www.wikidata.org/entity/Q18821719', 'http://www.wikidata.org/entity/Q1032934']"
1702,Akibatnya tower kesulitan mengsinkronkan perintah atau informasi ke pilot Batik Air maupun petugas towing yang menarik pesawat Trans Nusa.,"['Batik Air', 'Trans Nusa']","['http://www.wikidata.org/entity/Q618960', 'http://www.wikidata.org/entity/Q3537331']"
1787,"Namun ia didepak Federer pada Desember 2003, atau sebulan sebelum petenis Swiss itu menjuarai Australia Terbuka 2004.","['Federer', 'Swiss', 'Australia']","['http://www.wikidata.org/entity/Q1426', 'http://www.wikidata.org/entity/Q39', 'http://www.wikidata.org/entity/Q408']"
476,Juara Wimbledon tujuh kali Roger Federer adalah salah satu yang pekan ini mengemukakan kritiknya dengan menyebut peraturan di turnamen itu sudah menjadi sedemikian ekstrem dan menggelikan.,['Roger Federer'],['http://www.wikidata.org/entity/Q1426']
1601,"Suami mantan Dirut Indofood Eva Rianti Hutapea ini, dicecar belasan pertanyaan oleh penyidik.","['Indofood', 'Eva Rianti Hutapea']","['http://www.wikidata.org/entity/Q3930665', 'http://www.wikidata.org/entity/Q3930665']"
34,"Wali Kota Surabaya Tri Rismaharini berpesan kepada siswa siswi calon peserta Ujian Nasional berbasis komputer untuk tahun ajaran 2016 ini, untuk tidak takut menghadapinya.","['Surabaya', 'Tri Rismaharini']","['http://www.wikidata.org/entity/Q11462', 'http://www.wikidata.org/entity/Q11462']"
1529,"Ledakan terjadi di sebuah restoran pinggir pantai yang cukup terkenal, Pantai Lido.",[],[]
278,"Wolfsburg menang 2-0 atas Madrid pada laga yang berlangsung di Volkswagen Arena, Kamis (7/4/2016) dini hari WIB.","['Wolfsburg', 'Madrid', 'Volkswagen Arena']","['http://www.wikidata.org/entity/Q101859', 'http://www.wikidata.org/entity/Q8682', 'http://www.wikidata.org/entity/Q155603']"
19,Paris-Manchester City pulang dari markas Paris Saint-Germain dengan hasil seri 2-2.,"['Paris', 'Manchester City', 'Paris Saint-Germain']","['http://www.wikidata.org/entity/Q90', 'http://www.wikidata.org/entity/Q50602', 'http://www.wikidata.org/entity/Q483020']"
1694,"Gatot juga dikabari bahwa tadi malam Presiden menandatangani Keppres nomor 22 tahun 2016 tentang kenaikan pangkat luar biasa kepada semua prajurit yang gugur dalam jatuhnya heli di Poso, satu tingkat lebih tinggi.","['Gatot', 'Poso']","['http://www.wikidata.org/entity/Q12483575', 'http://www.wikidata.org/entity/Q15817']"
126,"""Tetap Rafa (Nadal) dan Roger menjadi dua pemain terbaik dunia.","['Rafa', 'Nadal', 'Roger']","['http://www.wikidata.org/entity/Q10132', 'http://www.wikidata.org/entity/Q10132', 'http://www.wikidata.org/entity/Q1426']"
1823,"Dalam 10 pertandingan terakhir di liga domestik, Wolfsburg hanya mampu meraih tiga kemenangan.",['Wolfsburg'],['http://www.wikidata.org/entity/Q101859']
253,Salah satunya adalah PAN yang disebut-sebut akan mendapat jatah menteri.,['PAN'],['http://www.wikidata.org/entity/Q2434365']
1490,"""Ibu Mega akan menyampaikan pemikiran karena kegelisahan beliau mencermati gelagat dan perkembangan global regional dan nasional, khususnya krisis keuangan dan pangan ancaman atau peluang,"" kata Sekjen PDI Perjuangan, Tjahjo Kumolo, saat dihubungi.","['Mega', 'PDI Perjuangan', 'Tjahjo Kumolo']","['http://www.wikidata.org/entity/Q76179', 'http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q12521725']"
398,Akankah di musim ini PSG akhirnya bisa melangkah lebih jauh?,['PSG'],['http://www.wikidata.org/entity/Q483020']
1969,Paris-Nasib Karim Benzema di skuat tim nasional Prancis masih belum jelas.,"['Paris', 'Karim Benzema', 'Prancis']","['http://www.wikidata.org/entity/Q90', 'http://www.wikidata.org/entity/Q1912', 'http://www.wikidata.org/entity/Q142']"
755,"Sementara itu Pengamat Pasar Modal Dandossi Matram mengatakan, sulit bagi sebuah kantor akuntan publik (KAP) untuk dapat menyelesaikan audit perusahaan sebesar Telkom dalam waktu 3 bulan.",['Telkom'],['http://www.wikidata.org/entity/Q2305438']
750,"Setelah mengkritik keras Rini, Hendrawan kemudian menyebut menteri yang bikin gaduh layak direshuffle.","['Rini', 'Hendrawan']","['http://www.wikidata.org/entity/Q6856490', 'http://www.wikidata.org/entity/Q17410575']"
1086,"Roger Federer tidak kehilangan set saat menghadapi Marat Safin di babak ketiga, Jumat (23/1/2009).","['Roger Federer', 'Marat Safin']","['http://www.wikidata.org/entity/Q1426', 'http://www.wikidata.org/entity/Q133318']"
1805,"Sebelumnya dalam Peraturan Menteri (Permen) Komunikasi dan Informatika (Kominfo) nomor 6 tahun 2005, kode akses SLJJ bagi Telkom dengan awalan prefix 17.",['Telkom'],['http://www.wikidata.org/entity/Q2305438']
855,"Mega menilai pemerintahan SBY hanya berbicara saja, cuma membantah di dalam negeri.","['Mega', 'SBY']","['http://www.wikidata.org/entity/Q76179', 'http://www.wikidata.org/entity/Q57405']"
1324,Bupati Banyuwangi Abdullah Azwar Anas mengusulkan adanya pembangunan jembatan yang menghubungkan Pulau Jawa dan Bali.,"['Banyuwangi', 'Abdullah Azwar Anas', 'Pulau Jawa', 'Bali']","['http://www.wikidata.org/entity/Q11067', 'http://www.wikidata.org/entity/Q11067', 'http://www.wikidata.org/entity/Q3757', 'http://www.wikidata.org/entity/Q4648']"
996,"Dalam acara peresmian penerbangan pertama ini turut hadir Deputi Bidang Usaha Jasa Keuangan, Survei dan Konsultasi Kementerian BUMN, Gatot Trihargo dan juga wakil Dubes Inggris untuk Indonesia, Julliet Maric.","['Kementerian BUMN', 'Inggris', 'Indonesia']","['https://www.wikidata.org/wiki/Q11046844', 'http://www.wikidata.org/entity/Q21', 'http://www.wikidata.org/entity/Q252']"
790,Wakil Presiden Swiss H.E.,['Swiss'],['http://www.wikidata.org/entity/Q39']
77,"Sebelumnya tertulis bahwa Indofood CBP menunjuk 3 sekuritas saja, yakni Kim Eng, Deutsche Bank dan Mandiri Sekuritas.","['Indofood CBP', 'Kim Eng', 'Deutsche Bank', 'Mandiri Sekuritas']","['http://www.wikidata.org/entity/Q105624046', 'http://www.wikidata.org/entity/Q17062292', 'http://www.wikidata.org/entity/Q66048', 'https://www.wikidata.org/wiki/Q97213342']"
1462,"Sejumlah nama-nama capres potensial seperti Prabowo Subianto, Megawati Soekarnoputri, Aburizal Bakrie, Hatta Rajasa memang ikut disurvey PPP.","['Prabowo Subianto', 'Megawati Soekarnoputri', 'Aburizal Bakrie', 'Hatta Rajasa', 'PPP']","['http://www.wikidata.org/entity/Q2107268', 'http://www.wikidata.org/entity/Q76179', 'http://www.wikidata.org/entity/Q336042', 'http://www.wikidata.org/entity/Q4201732', 'http://www.wikidata.org/entity/Q2669302']"
